codpanelista2,wave,sex,age,education,femindexa,femindexb,femindexc,femindexd,femindexe,femindexf,femindexg,femindexh,femindexi,immigeco,immicult,polintr,constpref,populisma,populismd,populismf,populismi,populismj,populismn,lrself,femstrike,femdemonstrate,feminfo,femtalk,vote2016,voteintentionspain,hhincome,livingpartner,indeprespect,curiosmanners,selfconfobed,empathybehave
1674,9,1,46,3,2,6,2,2,3,6,5,3,1,5,10,2,5,6,4,5,5,7,7,4,,,,,56,3,8,,2,2,2,1
1674,10,1,47,3,3,2,2,1,1,1,2,4,1,3,5,2,5,7,7,5,7,7,7,2,1,2,2,1,56,54,7,1,2,2,2,2
1674,11,1,48,3,3,6,6,4,2,6,6,4,2,5,7,2,5,7,4,4,6,7,7,4,2,2,2,1,,7,7,1,2,2,2,2
1674,12,1,49,3,4,6,3,3,4,6,6,4,2,5,5,2,5,7,4,7,5,7,7,3,2,2,2,2,,7,8,1,2,2,2,2
1676,9,1,35,9,1,2,1,1,1,7,7,1,1,3,2,3,2,5,4,3,5,6,6,3,,,,,3,3,4,,1,1,2,2
1676,10,1,37,9,1,1,1,2,1,6,7,1,2,7,7,3,3,4,4,3,6,5,7,2,2,2,2,1,3,3,10,0,1,2,2,1
1676,11,1,38,9,2,6,1,3,1,7,6,1,2,7,6,3,3,4,3,5,4,5,5,3,2,2,1,1,,3,9,0,2,1,2,1
1676,12,1,39,9,3,6,1,2,5,6,7,1,1,9,7,3,3,6,3,5,2,5,6,3,2,2,2,2,,3,8,1,1,1,2,1
1680,9,1,32,5,1,7,1,1,1,7,7,5,1,3,6,2,4,5,6,7,1,3,7,2,,,,,3,3,9,,1,1,2,1
1681,9,2,46,3,1,2,1,1,1,7,7,4,1,7,6,3,2,6,4,6,4,5,6,2,,,,,50,16,8,,2,1,2,1
1681,10,2,47,3,1,5,2,3,1,7,6,2,1,5,6,3,3,7,4,7,4,7,7,2,1,1,1,1,50,16,8,1,1,2,2,1
1681,11,2,48,3,2,2,1,3,3,7,7,1,1,5,5,3,3,5,5,4,4,6,4,3,1,1,1,1,,1,8,1,1,1,2,1
1681,12,2,49,3,2,6,2,2,2,7,7,1,1,5,5,3,3,6,2,6,5,6,6,2,1,1,1,1,,3,8,1,1,1,2,1
1685,9,1,38,9,1,4,1,4,1,1,6,1,1,5,10,2,3,7,5,7,7,7,7,3,,,,,3,3,99,,2,2,2,2
1685,10,1,39,9,3,4,3,3,3,5,5,3,3,5,8,1,3,7,7,4,7,7,7,3,2,2,2,2,3,3,99,0,2,2,2,1
1685,11,1,40,9,3,6,3,3,3,6,6,3,3,8,5,1,3,7,6,6,5,7,7,4,2,2,2,2,,3,99,0,2,2,2,1
1685,12,1,41,9,3,4,3,3,3,5,5,3,3,5,8,2,3,7,5,2,4,6,6,2,2,2,2,2,,3,6,0,2,2,2,2
1690,9,1,46,7,4,5,5,3,4,5,4,4,3,7,5,3,4,5,4,5,6,5,7,4,,,,,1,51,7,,1,2,2,2
1690,10,1,47,7,1,6,2,1,1,7,7,4,1,9,7,3,4,7,7,7,4,7,7,5,2,2,2,2,51,51,7,1,1,2,2,2
1690,11,1,48,7,6,4,4,2,5,4,6,5,3,5,8,3,3,5,4,5,5,3,7,4,2,2,2,2,,1,6,1,2,2,2,2
1690,12,1,49,7,4,3,3,3,3,4,5,4,3,7,5,3,3,5,2,6,6,4,7,4,2,2,2,2,,51,8,1,2,2,2,1
1691,10,2,46,4,3,3,3,3,3,3,3,3,3,0,0,4,3,7,7,5,6,7,7,5,2,2,2,2,,53,99,1,2,2,1,2
1691,11,2,47,3,2,6,3,1,2,4,5,4,4,0,10,4,3,7,5,4,7,7,7,5,2,2,2,2,,53,99,1,2,2,2,2
1691,12,2,48,3,3,5,3,2,4,4,5,4,3,0,0,4,3,5,4,4,5,5,7,5,2,2,2,2,,53,8,1,2,2,2,2
1692,9,2,25,11,1,6,1,1,1,6,6,1,1,8,7,1,5,5,5,5,4,6,6,3,,,,,18,18,5,,2,2,2,1
1692,10,2,26,11,1,7,1,2,1,7,7,1,1,8,10,1,3,7,6,3,3,7,7,2,1,1,1,1,18,18,99,0,2,1,2,2
1692,11,2,27,11,1,7,1,1,3,6,7,6,1,9,6,1,4,7,3,5,3,4,4,2,1,1,1,1,,18,99,0,2,2,2,1
1692,12,2,28,11,2,6,1,4,3,7,4,4,2,7,7,1,3,4,4,4,4,7,4,2,2,1,1,1,,1,9,0,2,1,2,1
1693,11,2,32,8,3,5,4,3,3,5,6,4,3,4,5,3,3,5,5,4,3,5,5,4,1,1,2,1,,1,4,1,2,2,2,1
1693,12,2,33,8,3,5,4,3,3,5,5,4,2,5,6,3,3,5,5,4,4,4,5,5,2,2,2,2,,55,4,1,2,2,2,2
1698,9,1,36,11,3,4,3,4,4,5,5,3,3,8,6,3,2,7,3,4,5,7,5,4,,,,,4,50,11,,1,1,2,1
1698,12,1,39,11,3,5,5,5,3,5,5,3,3,7,4,2,2,5,3,3,4,5,6,5,2,2,2,1,,50,10,1,1,1,2,1
1701,9,2,47,8,3,4,4,3,3,4,4,4,3,5,5,3,3,4,4,5,4,4,5,5,,,,,,54,99,,2,1,2,1
1701,10,2,48,7,5,4,4,4,4,3,4,4,4,5,5,3,2,4,4,4,4,4,5,5,2,2,2,2,,53,99,0,2,2,2,1
1701,11,2,49,7,4,4,4,4,3,3,3,5,4,5,6,3,2,5,4,3,2,4,5,5,2,2,2,1,,52,99,0,2,2,2,1
1701,12,2,50,7,6,3,5,5,5,1,3,7,5,6,5,3,2,4,2,5,3,4,5,6,2,2,2,2,,52,3,0,2,1,2,1
1702,9,2,43,5,2,6,4,2,2,5,5,4,2,7,6,3,4,5,5,5,5,5,7,4,,,,,5,5,3,,2,2,2,1
1702,10,2,44,5,2,5,2,2,2,6,6,3,2,7,7,3,2,6,4,5,6,5,7,3,2,2,2,2,18,18,99,1,2,2,2,2
1702,11,2,45,5,1,6,5,2,1,7,5,5,1,7,6,3,3,5,4,4,3,5,6,4,2,2,2,1,,3,2,1,2,2,2,1
1702,12,2,46,5,1,7,3,1,1,7,7,7,1,7,7,3,3,5,3,4,4,4,7,3,2,1,2,2,,18,4,1,2,1,2,1
1707,9,2,48,3,3,5,5,3,4,5,5,4,3,2,8,3,2,5,4,5,4,4,5,4,,,,,4,4,8,,2,2,1,2
1707,10,2,49,3,4,5,5,5,5,5,4,4,5,2,8,2,1,5,4,5,4,5,6,4,2,2,2,1,4,4,8,1,2,2,1,2
1707,11,2,50,2,4,5,4,5,4,5,5,4,5,7,8,3,1,4,4,5,5,5,4,4,2,2,2,2,,1,8,1,2,2,1,2
1707,12,2,51,2,3,5,6,5,4,6,6,3,6,2,2,3,1,6,5,4,6,6,6,4,2,2,2,1,,4,9,1,2,2,1,2
1708,9,2,46,11,2,6,3,3,2,6,6,3,2,5,8,3,4,6,4,5,6,6,7,4,,,,,6,3,6,,2,2,2,1
1714,10,1,42,9,3,5,3,3,3,4,4,2,4,5,3,3,4,7,5,6,4,6,7,3,2,2,1,1,3,3,99,1,2,1,2,1
1714,12,1,44,8,7,2,6,6,7,6,1,3,4,5,8,3,4,7,3,5,4,7,7,4,2,2,2,2,,1,10,1,2,2,1,1
1718,12,2,47,9,3,5,4,1,3,5,5,5,5,7,8,3,4,6,4,4,3,3,5,5,2,2,2,1,,1,9,1,1,2,2,1
1719,9,2,47,11,1,4,3,3,3,6,6,2,2,5,8,3,3,2,1,4,3,2,3,5,,,,,2,2,8,,2,1,2,1
1719,10,2,48,11,2,5,3,3,4,6,3,4,2,8,8,3,3,3,1,1,1,2,5,4,2,2,2,2,2,54,9,1,2,1,2,1
1719,11,2,49,11,2,4,2,3,3,4,5,4,2,6,7,4,3,3,1,7,1,4,7,5,2,2,2,2,,4,8,1,2,1,2,1
1719,12,2,50,11,3,3,2,4,3,6,4,6,3,8,9,3,3,3,1,5,1,5,6,5,2,2,2,2,,2,10,1,2,1,2,1
1721,9,2,39,10,2,2,2,2,3,5,6,5,2,8,8,3,2,6,4,6,6,3,6,6,,,,,4,4,99,,2,1,2,1
1721,11,2,41,9,2,7,2,1,2,7,7,5,1,6,10,1,4,7,5,7,5,6,7,6,2,1,2,1,,4,99,1,1,1,2,1
1723,10,2,52,10,1,5,1,1,1,5,5,1,1,6,7,1,5,7,2,5,6,6,6,5,2,2,2,2,,22,99,1,2,1,2,1
1723,11,2,53,11,1,5,2,1,1,4,5,1,2,5,9,2,5,7,7,5,6,6,7,5,1,1,2,1,,15,99,0,1,2,2,1
1725,9,1,42,10,7,4,6,6,6,1,2,7,6,3,10,2,1,7,3,4,4,5,6,8,,,,,56,23,9,,2,2,1,2
1725,10,1,42,10,7,1,7,7,3,1,1,7,7,5,10,2,1,7,4,4,4,6,6,10,2,2,2,2,4,23,9,0,2,2,1,2
1725,11,1,44,10,7,1,4,1,1,1,1,7,1,7,10,2,1,7,4,4,4,4,5,10,2,2,2,2,,23,10,1,2,2,1,2
1729,9,2,48,10,4,4,4,4,4,4,4,4,4,4,6,4,2,4,4,4,4,4,4,5,,,,,,54,99,,2,2,2,1
1729,10,2,48,10,4,4,4,4,4,4,4,4,4,5,5,3,2,4,4,4,4,4,4,5,2,2,2,2,,54,99,1,2,2,2,1
1729,11,2,49,10,4,4,4,4,4,4,5,5,3,5,5,3,2,4,4,4,4,4,4,5,2,2,2,2,,54,99,0,2,2,2,1
1729,12,2,50,10,4,4,4,4,4,4,4,4,4,5,5,4,2,4,4,4,4,4,4,5,2,2,2,2,,55,11,1,2,2,2,1
1730,9,1,42,10,2,7,2,3,2,7,6,5,2,7,3,2,4,4,3,3,4,6,3,2,,,,,1,1,10,,1,2,2,1
1730,10,1,42,10,1,5,3,3,3,6,5,3,2,9,6,2,4,5,3,3,4,6,4,2,2,2,2,1,1,1,10,1,2,1,2,2
1730,11,1,44,10,3,5,4,3,3,5,6,2,3,8,8,2,4,5,3,2,3,3,3,2,2,2,2,1,,1,10,1,2,2,2,1
1730,12,1,44,10,3,6,5,5,3,6,6,3,1,8,2,2,4,3,3,2,3,3,5,2,2,2,2,1,,1,10,1,1,1,2,2
1731,10,2,49,7,5,5,6,6,6,5,5,4,3,7,9,2,2,5,2,1,1,2,5,6,2,2,2,1,2,2,8,1,2,2,2,1
1732,9,2,38,9,2,5,4,2,3,5,6,5,3,2,5,3,4,6,5,6,4,5,7,5,,,,,52,52,4,,2,2,2,2
1732,10,2,39,9,2,6,4,1,2,5,5,4,2,1,7,3,3,6,3,5,4,4,7,4,2,2,2,1,,53,5,1,2,2,2,2
1732,11,2,40,9,3,5,5,2,2,4,5,3,2,3,8,3,3,5,3,7,5,4,7,4,2,2,2,1,,54,5,1,2,2,2,2
1732,12,2,41,9,3,6,4,2,2,4,5,2,2,5,7,4,3,3,3,7,2,2,7,5,2,2,2,2,,52,5,1,2,2,2,2
1733,9,1,40,11,4,1,1,1,2,1,5,4,7,4,5,2,4,7,5,7,7,7,7,5,,,,,52,53,10,,2,2,2,2
1733,10,1,41,11,4,4,4,4,4,4,4,4,4,5,5,2,3,4,4,4,4,5,4,5,1,1,2,2,3,52,8,1,2,2,2,1
1733,11,1,42,11,4,4,4,4,4,4,4,4,4,5,5,1,1,7,7,7,7,7,7,5,2,2,1,1,,52,9,1,2,2,2,1
1733,12,1,43,11,4,4,4,4,4,4,4,4,4,7,8,1,3,6,6,7,6,7,6,5,2,2,2,2,,2,8,1,2,2,1,1
1734,11,2,32,9,1,6,1,2,2,7,6,6,1,5,5,3,5,7,6,6,7,7,6,5,1,1,1,1,,1,8,1,2,2,1,1
1738,11,2,48,8,3,5,2,2,2,4,5,4,4,7,3,1,3,4,1,6,2,6,3,5,2,2,2,1,,4,10,1,2,2,2,1
1738,12,2,49,8,3,5,5,4,3,4,4,4,4,8,5,2,3,4,4,5,6,4,5,5,2,2,2,2,,4,9,1,1,1,2,1
1741,9,2,40,5,4,4,4,3,4,4,4,4,4,0,0,4,3,4,4,4,4,4,4,5,,,,,,53,1,,2,2,2,2
1741,10,2,41,5,4,4,4,4,4,4,4,4,4,0,0,4,1,4,4,4,4,4,4,5,2,2,2,2,,53,99,0,2,2,2,2
1741,11,2,42,5,4,4,4,4,4,4,4,4,4,0,10,4,3,4,4,4,4,4,4,5,2,2,2,2,,53,99,0,2,2,2,2
1741,12,2,43,8,4,4,4,4,4,4,4,4,4,5,5,4,3,4,5,4,4,4,4,5,2,2,2,2,,53,1,0,2,2,2,1
1743,9,1,38,5,3,4,4,4,4,4,4,4,4,0,10,3,1,6,7,4,6,7,7,5,,,,,3,3,9,,2,2,2,2
1743,10,1,39,4,2,7,1,2,1,7,7,1,1,1,10,2,1,7,7,7,7,7,7,5,2,2,1,1,3,3,6,0,2,2,2,2
1743,11,1,40,4,2,6,2,1,1,4,6,1,4,2,10,2,2,7,6,4,6,6,7,5,2,2,1,1,,1,9,0,2,1,1,1
1743,12,1,41,5,4,4,5,3,3,5,5,5,3,3,10,2,1,6,6,6,6,6,7,5,2,2,2,2,,1,10,0,2,1,2,1
1744,9,2,44,10,2,5,2,3,2,4,5,5,5,4,6,2,1,5,4,5,3,5,6,5,,,,,,54,6,,2,1,2,1
1744,11,2,46,10,3,5,2,2,2,3,5,3,3,3,7,3,1,4,3,3,2,4,6,5,2,2,2,2,,50,8,0,2,1,2,1
1746,9,1,41,8,4,4,5,3,3,3,4,4,3,5,8,3,2,6,4,3,4,3,5,5,,,,,2,4,6,,2,2,2,2
1746,12,1,44,8,6,1,5,5,5,1,1,6,6,9,6,2,2,4,4,7,4,3,7,6,2,2,2,1,,4,7,1,2,2,2,1
1747,12,1,51,9,1,6,3,1,1,7,6,2,1,8,2,2,5,7,6,4,6,6,6,1,1,1,1,1,,3,6,0,1,1,2,1
1748,9,2,46,3,1,7,4,1,1,5,7,4,1,5,5,4,3,6,5,4,5,6,7,5,,,,,1,1,3,,1,2,2,2
1748,12,2,49,3,7,4,7,4,5,6,6,3,4,5,5,4,1,4,4,4,4,7,7,6,2,2,2,1,,55,3,0,1,2,2,2
1750,9,1,42,10,3,4,2,5,3,2,5,2,3,5,9,3,3,6,2,3,3,4,7,3,,,,,3,3,8,,2,1,2,1
1750,10,1,43,10,3,3,2,3,3,5,5,3,4,6,8,3,3,6,3,5,3,4,6,4,2,2,2,1,3,5,8,1,2,1,2,1
1750,11,1,44,10,2,5,2,3,2,5,5,1,2,5,9,3,3,6,3,2,5,5,7,4,2,2,2,1,,1,9,1,1,1,2,1
1751,9,2,32,9,1,7,1,1,1,6,6,5,1,5,2,2,2,6,2,4,4,4,6,5,,,,,56,54,99,,1,2,2,1
1751,10,2,33,9,1,7,1,1,1,6,6,5,2,5,5,2,2,4,5,6,4,4,6,5,2,1,1,1,56,54,99,0,2,2,2,1
1751,11,2,34,9,1,6,1,1,1,6,7,5,1,5,5,2,2,5,4,5,4,5,7,5,1,1,1,1,,54,99,0,1,2,2,1
1751,12,2,35,9,1,7,1,1,1,7,7,4,1,5,5,2,2,4,4,4,4,4,4,5,1,1,1,1,,55,1,1,2,1,2,1
1758,11,1,39,10,7,1,7,7,7,1,1,6,7,0,10,2,1,6,7,6,6,6,7,5,2,2,2,2,,23,6,1,2,2,2,1
1759,10,1,31,11,1,7,1,1,1,7,7,1,1,5,7,1,3,5,5,2,4,4,6,0,2,2,1,1,3,5,1,0,2,1,2,1
1759,11,1,32,11,1,5,2,1,2,7,7,1,1,5,7,1,3,5,4,2,4,5,5,0,2,2,2,2,,5,1,0,1,1,2,1
1759,12,1,33,11,1,6,1,2,2,6,6,1,1,6,6,1,3,4,5,3,3,4,4,0,2,2,2,1,,5,1,0,1,1,2,1
1762,9,2,26,10,4,4,4,4,4,5,4,3,4,5,6,3,2,4,4,5,5,5,6,5,,,,,50,50,8,,2,2,2,2
1763,9,2,38,3,2,5,5,2,2,4,5,3,5,0,10,3,3,7,3,4,7,6,7,5,,,,,2,54,6,,2,2,1,1
1765,9,2,45,3,4,4,4,3,4,2,4,4,4,6,5,4,2,2,2,2,2,2,2,5,,,,,,53,99,,2,2,2,2
1765,10,2,46,3,4,4,4,4,4,4,4,4,4,5,5,4,3,4,4,4,4,4,7,5,2,2,2,2,,51,99,1,2,2,2,2
1765,11,2,47,4,4,4,4,4,4,4,4,4,4,10,10,3,3,5,3,4,3,3,2,5,2,2,2,2,,53,99,1,2,2,2,2
1765,12,2,48,4,4,4,4,4,3,5,4,4,4,8,8,3,4,4,4,4,4,4,4,7,2,2,2,2,,53,6,1,2,2,1,1
1767,9,2,47,3,1,6,1,2,2,6,6,4,2,3,7,3,3,7,5,4,6,7,6,5,,,,,56,4,6,,2,2,2,1
1768,10,1,25,8,4,4,4,4,4,4,4,4,4,7,0,3,2,6,4,5,6,7,6,5,1,2,2,1,,53,99,0,1,1,2,1
1770,10,1,39,8,4,5,2,1,1,4,2,1,3,8,7,2,5,7,5,5,6,5,7,1,2,2,1,1,,22,6,1,2,1,2,1
1770,11,1,40,8,1,3,3,5,5,4,3,1,4,8,6,2,5,7,3,5,7,7,5,1,1,1,2,1,,22,9,1,2,2,2,1
1770,12,1,41,8,6,5,4,3,3,5,5,4,3,7,4,2,5,6,3,5,4,6,6,1,2,2,2,2,,3,9,1,1,2,1,2
1772,9,2,45,3,2,5,5,2,2,5,6,2,4,1,9,4,5,5,4,3,6,6,7,5,,,,,,53,99,,2,2,2,2
1772,11,2,47,3,1,6,5,1,1,6,6,4,2,3,3,4,1,6,5,5,5,7,6,5,2,1,2,1,,53,99,0,2,2,2,1
1774,9,2,51,7,1,6,4,2,2,6,7,2,1,8,3,2,3,5,3,3,3,4,4,3,,,,,1,54,9,,1,1,2,1
1774,10,2,52,7,1,7,2,2,3,6,7,2,1,7,3,2,3,5,3,4,4,4,5,3,2,2,2,1,1,1,9,0,1,1,2,1
1774,11,2,53,7,2,6,2,2,2,6,6,2,2,7,3,2,3,4,3,3,3,4,3,3,2,2,2,1,,1,9,0,2,1,2,1
1778,11,2,32,8,6,5,6,6,6,6,5,6,6,3,8,4,2,4,4,6,7,4,6,5,2,2,2,2,,53,6,1,2,2,2,2
1778,12,2,33,8,4,4,4,4,4,4,4,4,4,7,7,4,4,4,4,4,4,4,4,5,2,2,2,2,,55,6,1,2,2,2,2
1788,9,2,40,3,4,6,5,2,2,3,5,1,4,0,10,4,3,4,5,6,5,6,7,5,,,,,6,6,99,,2,2,2,1
1788,10,2,41,3,2,2,2,2,2,2,2,2,2,0,8,4,2,6,4,4,4,7,7,5,2,2,2,2,6,6,99,1,2,2,2,1
1788,11,2,42,3,1,7,1,1,1,4,5,2,1,0,10,3,3,4,5,4,5,5,7,5,2,2,2,2,,6,99,1,2,2,2,1
1788,12,2,43,3,3,3,5,4,5,4,5,4,4,3,9,4,4,6,4,5,4,3,7,5,2,2,2,2,,6,5,1,2,2,2,1
1790,9,1,45,10,2,6,1,2,2,7,6,2,1,10,3,1,4,7,4,7,7,7,7,2,,,,,5,5,8,,1,1,2,1
1790,10,1,46,10,2,7,1,2,2,6,7,1,1,10,0,1,4,7,4,6,5,6,6,2,2,1,2,1,3,53,10,1,1,1,2,1
1790,11,1,47,10,1,7,1,1,1,7,7,1,1,10,0,2,4,7,3,7,2,7,6,1,2,1,1,1,,50,10,1,1,1,2,1
1790,12,1,48,10,1,7,1,1,2,7,7,1,1,10,0,1,3,7,1,3,3,7,6,2,2,1,1,1,,3,8,1,1,1,2,1
1792,12,2,42,8,1,6,2,2,2,5,6,3,1,7,8,3,5,4,5,4,6,5,6,3,2,2,1,1,,7,9,1,2,2,2,2
1794,10,1,48,3,1,7,1,1,1,5,7,1,1,0,10,4,1,6,3,5,1,1,7,5,2,2,2,2,4,4,7,1,2,2,2,1
1794,11,1,49,4,2,5,3,2,2,4,5,4,1,0,3,4,2,4,1,7,6,1,7,5,2,2,2,2,,23,5,0,2,2,2,1
1794,12,1,50,4,1,7,2,1,1,5,4,6,1,3,5,4,2,1,1,2,1,1,7,5,2,2,2,1,,23,5,0,2,2,2,1
1795,9,2,38,9,1,5,3,2,2,5,6,4,2,7,6,3,2,7,4,4,5,4,7,4,,,,,1,1,99,,2,1,2,2
1798,9,1,48,3,2,7,5,1,1,7,7,7,1,0,10,2,4,7,5,7,5,6,6,2,,,,,1,1,7,,2,2,2,2
1798,10,1,49,3,1,7,6,1,1,7,7,1,1,0,10,2,2,6,7,7,3,5,7,2,2,1,2,1,1,1,6,1,2,2,2,2
1798,11,1,50,3,1,7,7,1,1,7,7,1,1,6,9,2,4,7,6,1,1,2,7,2,2,1,1,1,,1,7,1,2,2,2,1
1798,12,1,51,3,1,7,1,1,3,2,7,7,1,9,10,2,3,5,7,1,2,2,6,3,2,1,2,1,,1,7,1,2,1,2,2
1800,9,2,40,9,2,7,1,3,2,6,6,5,2,3,9,2,4,6,5,7,7,7,7,7,,,,,4,4,3,,2,2,2,1
1800,10,2,41,9,1,6,4,2,1,5,7,3,2,3,10,2,4,6,4,5,4,5,6,6,2,2,1,1,4,4,2,1,2,2,2,2
1801,10,2,27,10,2,5,2,2,2,5,4,4,2,5,5,2,4,5,5,5,5,5,5,3,2,1,2,2,54,22,11,0,2,2,2,1
1801,11,2,28,10,1,5,6,1,1,7,7,1,2,5,2,3,4,5,4,4,5,5,5,3,2,2,1,1,,3,10,1,2,1,2,1
1801,12,2,29,10,5,5,3,3,3,6,7,3,2,5,5,3,4,6,4,4,5,5,7,5,2,2,2,1,,3,10,1,2,1,2,1
1802,9,1,35,5,4,4,4,4,4,4,4,4,4,0,8,2,5,5,4,6,4,6,6,3,,,,,,54,99,,1,2,2,1
1802,11,1,37,8,2,1,2,5,5,1,3,5,5,5,5,2,5,5,4,5,4,5,4,5,2,2,2,2,,53,99,1,2,1,2,1
1802,12,1,38,8,1,3,3,3,1,1,4,4,1,4,5,2,5,4,4,4,4,4,4,5,2,2,2,2,,55,1,1,2,1,2,1
1807,11,2,33,9,2,6,1,2,3,6,6,1,2,7,4,2,2,5,4,5,4,4,6,2,1,1,1,1,,3,6,0,2,2,2,1
1807,12,2,34,10,3,5,2,2,3,5,6,1,2,7,3,2,3,5,2,4,3,5,4,2,1,2,2,1,,3,6,0,2,2,2,1
1811,9,1,48,5,2,5,3,3,3,3,3,4,3,4,4,2,1,6,4,5,6,5,7,5,,,,,4,4,7,,2,2,2,1
1812,9,1,42,9,3,2,3,3,3,2,4,3,3,6,8,2,3,6,2,2,2,5,2,6,,,,,50,12,99,,2,2,2,1
1812,12,1,45,9,5,3,6,3,4,1,5,4,4,8,8,3,3,6,5,6,3,5,5,5,2,2,2,1,,12,8,0,1,2,2,1
1813,9,1,40,8,1,7,1,1,3,7,7,1,1,8,0,3,4,7,7,7,4,7,7,5,,,,,3,3,5,,2,2,2,2
1813,10,1,41,8,1,7,1,1,3,7,7,1,1,0,8,2,4,7,6,7,5,6,7,3,1,1,1,1,3,5,7,1,2,2,2,1
1815,9,1,45,9,6,5,3,4,6,4,5,6,3,9,6,2,1,4,2,3,2,3,5,5,,,,,4,4,99,,1,1,2,1
1815,10,1,46,9,4,4,3,3,5,4,4,5,4,7,5,1,1,3,4,5,4,4,6,5,2,1,2,1,4,4,99,1,2,1,2,1
1815,11,1,47,9,4,3,4,4,5,3,4,4,4,6,6,2,1,4,4,4,4,4,4,5,2,2,2,1,,4,99,1,1,1,2,2
1815,12,1,48,9,4,4,4,4,3,4,5,5,4,7,7,2,1,3,2,7,4,3,7,5,2,2,2,2,,4,99,1,2,1,2,2
1821,9,1,42,5,1,7,3,1,7,7,1,4,1,5,10,4,1,7,4,4,7,7,7,5,,,,,3,3,6,,2,1,2,2
1821,10,1,43,5,1,7,3,1,5,6,5,1,1,5,7,4,5,7,1,7,7,7,7,5,1,1,2,2,11,11,8,1,1,1,2,2
1821,11,1,44,5,1,7,1,2,1,6,5,3,1,5,10,4,4,7,5,7,7,7,7,5,2,2,2,2,,1,6,1,2,1,2,2
1821,12,1,45,5,2,5,2,3,3,5,5,4,3,5,5,4,1,7,5,6,7,7,7,5,2,2,2,2,,53,4,1,2,2,2,2
1831,9,1,40,3,4,4,5,4,4,4,4,5,4,4,8,3,2,6,4,4,5,7,5,6,,,,,56,54,99,,2,2,2,2
1831,10,1,41,3,4,4,4,5,3,3,4,5,5,3,7,3,1,5,4,7,6,3,6,6,2,2,2,2,,4,7,0,2,2,1,1
1831,11,1,42,3,4,5,5,5,5,4,4,4,4,5,7,3,2,7,4,2,5,6,7,5,2,2,2,2,,54,99,0,2,2,2,1
1831,12,1,43,3,4,4,4,5,5,4,3,5,5,6,7,3,2,6,4,6,5,5,6,6,2,2,2,2,,55,3,0,2,2,2,1
1833,9,2,49,3,2,7,2,1,2,5,5,4,2,5,6,3,2,6,4,6,6,6,7,4,,,,,56,4,4,,2,2,2,1
1833,10,2,50,3,4,6,2,1,1,6,6,4,1,5,8,3,3,7,5,5,4,5,7,4,2,2,1,1,54,54,3,1,2,2,2,1
1833,11,2,51,3,2,6,2,2,2,5,6,4,2,2,7,3,2,7,4,4,4,6,7,4,2,2,1,1,,54,3,1,2,2,2,1
1833,12,2,52,3,3,6,4,3,3,5,6,4,3,5,7,3,2,5,5,4,4,5,7,4,2,2,1,1,,55,4,1,2,1,1,1
1834,9,2,36,3,3,5,3,2,3,4,5,5,3,2,8,3,3,5,3,4,4,4,5,5,,,,,4,4,7,,2,1,2,1
1834,10,2,37,3,3,5,4,3,3,5,5,4,3,2,8,3,3,5,4,4,4,5,5,5,2,2,2,2,4,4,7,1,2,1,2,1
1834,12,2,39,3,3,5,3,3,3,4,5,4,3,5,6,3,3,5,5,4,4,5,5,5,2,2,2,2,,4,7,1,2,1,2,1
1837,9,1,43,11,4,4,4,4,4,4,4,4,4,5,5,2,4,4,4,4,4,4,4,3,,,,,56,54,99,,1,1,2,2
1837,10,1,44,11,1,5,2,3,3,5,6,4,1,7,7,2,3,7,5,5,7,5,5,3,2,2,2,1,1,1,4,0,1,2,2,2
1837,11,1,45,11,1,5,1,2,1,7,7,2,1,7,6,2,3,6,6,5,5,5,4,3,2,2,1,1,,1,5,0,1,2,2,1
1837,12,1,46,11,4,4,3,4,4,4,4,4,4,8,6,2,3,4,3,4,4,4,4,5,2,2,2,1,,55,3,0,2,1,1,1
1838,9,2,45,3,2,7,3,2,3,6,5,4,2,8,1,4,1,7,4,6,7,4,7,5,,,,,,54,2,,2,2,2,2
1838,11,2,47,3,1,5,4,4,1,3,2,4,2,0,10,4,1,7,4,5,6,5,7,5,2,2,2,2,,54,1,1,2,2,2,2
1838,12,2,48,3,4,4,4,4,4,4,4,4,4,5,10,4,1,5,5,6,4,7,7,5,2,2,2,2,,53,2,1,1,2,2,1
1841,9,1,42,9,3,5,3,3,3,3,5,3,3,7,7,2,5,6,6,6,6,6,6,2,,,,,6,6,11,,2,2,2,1
1841,10,1,43,9,3,5,3,3,3,5,6,3,3,8,4,2,5,6,5,6,6,6,6,6,2,2,1,1,6,6,11,1,2,2,2,1
1841,11,1,44,9,3,3,5,3,3,3,6,5,5,6,6,2,5,6,5,5,5,6,5,3,2,2,1,1,,15,11,1,2,2,2,1
1841,12,1,45,9,3,5,3,3,5,3,5,3,3,7,7,2,5,5,5,5,5,5,5,2,2,2,2,1,,15,10,1,2,2,2,1
1844,9,2,43,3,3,5,5,3,5,5,5,5,5,6,10,3,1,7,5,6,6,5,7,5,,,,,2,4,2,,2,2,1,1
1844,10,2,43,3,3,6,6,3,3,6,6,5,3,8,9,3,1,7,7,6,7,7,7,6,2,2,2,2,54,54,1,0,2,2,1,2
1844,11,2,45,3,3,5,2,2,3,6,2,5,2,4,3,3,1,7,5,4,7,7,7,5,2,2,2,2,,4,2,0,2,2,1,2
1844,12,2,45,3,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,4,5,5,5,5,2,2,2,1,,55,1,0,2,2,1,2
