codpanelista2,wave,sex,age,education,femindexa,femindexb,femindexc,femindexd,femindexe,femindexf,femindexg,femindexh,femindexi,immigeco,immicult,polintr,constpref,populisma,populismd,populismf,populismi,populismj,populismn,lrself,femstrike,femdemonstrate,feminfo,femtalk,vote2016,voteintentionspain,hhincome,livingpartner,indeprespect,curiosmanners,selfconfobed,empathybehave
3,9,2,33,3,3,6,2,4,3,7,6,3,2,4,7,2,2,4,4,4,2,5,5,5,,,,,1,4,3,,2,2,2,1
3,10,2,34,3,2,5,3,2,3,7,6,3,1,5,4,1,1,5,5,5,1,4,2,5,1,1,1,1,1,4,3,1,2,2,2,1
3,11,2,35,3,4,3,4,4,4,2,4,4,4,4,7,1,1,5,4,5,2,5,6,6,2,2,1,1,,23,4,0,2,1,2,1
3,12,2,36,3,3,5,3,3,4,5,5,4,4,3,8,1,2,5,4,4,2,5,5,5,2,2,2,1,,23,3,1,2,1,2,1
5,9,1,27,8,1,2,2,2,2,5,5,3,2,8,2,4,5,2,2,3,2,2,2,5,,,,,50,54,99,,2,1,2,2
5,10,1,28,8,2,6,2,2,2,5,5,4,1,7,4,3,5,5,4,5,6,5,7,3,2,2,2,2,,54,99,1,2,1,2,2
5,11,1,29,8,2,6,1,2,2,5,5,3,2,7,4,3,5,5,4,4,5,3,6,5,2,2,2,2,,7,7,1,2,2,2,1
5,12,1,30,8,2,5,5,2,3,6,5,3,3,7,5,3,5,5,5,4,5,3,6,5,2,2,2,2,,55,8,1,2,2,2,2
8,9,2,35,8,4,4,4,4,4,4,5,4,4,7,2,4,1,5,4,4,7,5,7,5,,,,,,4,7,,2,2,2,1
10,9,2,26,10,3,4,3,4,4,4,5,4,5,5,10,4,3,4,4,6,4,4,7,2,,,,,3,53,4,,2,2,2,1
10,10,2,27,10,4,5,4,4,3,5,5,4,4,0,10,4,2,4,4,4,4,4,4,3,2,2,2,2,,53,4,0,1,1,1,1
10,11,2,28,10,3,5,3,3,4,5,4,5,3,3,6,4,2,4,4,5,4,4,7,3,2,2,2,2,,1,7,0,2,1,1,1
10,12,2,29,10,4,4,4,3,4,5,5,4,4,0,10,4,1,4,4,4,4,4,7,3,2,2,2,2,,55,7,0,1,1,2,1
14,9,1,43,8,1,7,1,1,2,7,7,1,1,8,2,2,4,7,2,5,6,6,6,3,,,,,3,3,8,,1,1,2,1
16,9,1,50,3,4,3,4,5,5,4,4,4,3,1,6,2,3,7,4,5,4,5,5,2,,,,,1,1,5,,2,2,2,1
17,9,2,36,3,4,4,4,4,4,4,4,4,4,8,7,3,2,4,4,4,4,4,4,3,,,,,56,4,99,,2,2,2,2
17,10,2,37,3,4,5,6,6,6,6,6,5,5,3,2,3,2,7,7,7,7,7,2,2,2,2,2,2,,54,2,1,2,2,2,2
17,11,2,38,3,7,7,1,1,1,7,7,7,1,9,9,3,3,7,6,5,1,1,7,9,1,1,2,1,,1,5,1,2,2,1,1
19,9,2,45,11,2,6,3,3,1,6,6,3,2,2,9,3,2,2,3,2,2,2,6,5,,,,,56,53,7,,2,2,2,2
20,9,2,26,11,2,5,1,1,1,4,6,3,1,5,5,4,3,3,1,4,1,1,7,6,,,,,,53,99,,2,1,2,1
20,10,2,27,11,2,5,1,2,2,4,5,5,2,8,4,3,2,1,2,1,2,1,7,5,2,2,2,2,,54,99,0,2,1,2,1
21,9,1,29,8,4,4,4,4,4,4,4,4,4,5,5,2,3,4,4,4,4,4,4,5,,,,,2,54,5,,2,2,1,1
21,10,1,30,5,4,4,4,4,4,4,4,4,4,5,5,2,3,4,4,4,4,4,4,5,2,2,2,2,1,4,7,1,2,2,2,1
21,11,1,31,5,4,4,4,4,4,4,4,4,4,5,5,2,3,4,4,4,4,4,4,5,2,2,2,2,,2,6,1,2,2,1,1
21,12,1,32,5,4,4,4,4,4,4,4,4,4,5,5,3,3,4,4,4,5,5,7,5,2,2,2,2,,2,6,1,1,2,2,1
22,9,2,45,9,2,6,3,1,1,6,6,2,1,7,5,3,4,5,6,3,5,5,7,2,,,,,4,4,6,,1,1,2,1
22,10,2,46,9,2,6,2,1,2,6,6,3,2,5,5,3,4,6,4,2,6,5,7,2,2,1,2,2,4,4,6,0,2,1,2,1
22,11,2,47,9,1,5,3,1,1,6,6,3,2,6,3,3,3,6,4,6,6,6,6,2,2,2,2,2,,4,6,0,2,1,2,1
22,12,2,48,9,5,4,3,2,2,4,6,5,2,5,6,3,3,5,4,5,4,5,6,2,2,2,2,2,,1,7,0,2,2,2,1
23,11,1,52,11,3,3,3,3,3,3,3,4,3,7,7,2,4,4,4,4,4,4,5,5,2,2,2,2,,54,10,1,1,2,2,1
23,12,1,53,11,4,4,4,4,4,4,4,5,4,8,8,2,3,5,4,4,4,5,5,5,2,2,2,2,,53,9,1,1,1,2,1
25,9,1,28,10,2,5,2,3,3,5,5,4,2,8,7,2,4,5,5,5,4,4,6,3,,,,,3,3,99,,2,1,2,1
25,10,1,29,10,2,7,2,2,2,6,6,4,2,5,0,2,4,6,6,6,5,4,6,4,2,2,1,1,5,5,99,1,2,2,2,1
25,11,1,30,10,2,6,2,6,4,7,6,5,2,8,8,2,4,4,4,4,4,4,4,2,2,2,2,2,,3,8,1,1,1,2,1
25,12,1,31,10,2,6,2,2,3,6,6,3,2,9,2,2,3,4,3,5,4,2,4,3,2,2,2,2,,3,8,1,1,1,2,1
26,11,2,48,3,2,6,2,2,3,6,7,5,3,7,7,3,3,2,2,4,4,6,6,3,1,1,1,1,,1,99,1,2,1,2,1
31,9,2,45,11,3,6,3,2,2,5,4,4,3,1,7,4,3,4,4,4,4,4,5,5,,,,,,54,8,,2,2,2,2
31,10,2,46,11,1,6,1,1,1,5,5,1,3,0,10,3,3,3,4,5,3,3,5,6,2,2,2,2,4,4,10,0,2,1,2,1
31,11,2,47,11,1,6,1,2,2,6,5,3,1,0,10,2,3,1,4,4,1,1,7,6,2,2,2,2,,4,8,0,2,1,2,1
31,12,2,48,11,4,5,2,4,4,4,4,4,4,1,9,3,3,4,4,3,4,4,5,4,2,2,2,2,,1,8,0,2,1,2,1
32,9,2,43,10,1,7,1,1,1,7,7,1,1,5,8,2,4,6,4,7,6,6,6,2,,,,,3,3,99,,1,2,2,1
32,10,2,44,10,1,7,1,2,2,6,6,1,2,5,5,2,3,5,4,6,6,6,5,2,2,1,1,1,3,3,99,0,1,1,2,2
32,11,2,45,10,1,7,1,1,1,7,7,1,1,5,3,2,3,7,4,7,6,6,6,2,2,1,1,1,,3,99,0,1,1,2,2
32,12,2,46,10,1,7,1,1,1,7,7,1,7,5,5,2,3,7,4,6,5,7,4,1,2,2,1,1,,3,6,0,1,1,2,2
34,9,2,39,7,5,5,5,6,5,5,6,5,5,3,8,3,1,4,5,4,6,6,7,3,,,,,1,2,99,,2,2,2,1
35,9,1,41,9,3,5,2,3,5,4,3,5,3,3,5,3,2,6,4,6,5,6,6,5,,,,,56,54,1,,2,2,2,2
36,9,2,25,6,2,6,1,1,3,5,5,2,1,6,2,3,2,4,2,5,3,4,5,6,,,,,2,4,8,,1,1,2,1
36,10,2,26,9,3,6,5,2,3,6,6,4,2,7,2,3,2,4,3,3,4,4,5,5,1,2,1,1,2,2,9,0,1,1,2,1
36,11,2,27,9,3,6,3,3,3,5,6,2,2,8,3,3,2,4,3,4,4,5,5,5,1,2,2,1,,4,9,0,1,1,2,1
36,12,2,28,9,3,6,2,3,3,6,6,3,3,6,7,3,3,3,5,3,4,3,5,6,2,2,2,2,,2,9,0,1,1,2,1
44,9,2,36,10,2,5,2,2,2,5,6,3,2,3,7,3,3,5,5,5,5,6,7,5,,,,,1,1,2,,2,2,2,1
44,11,2,38,10,1,7,2,1,1,5,6,4,2,3,8,3,3,5,3,3,4,6,7,5,2,1,1,1,,1,5,1,2,2,2,1
45,9,1,42,8,4,6,2,4,4,4,4,7,1,0,10,1,5,4,4,4,4,4,4,5,,,,,,53,3,,2,2,2,1
45,10,1,43,5,6,2,4,4,6,2,2,5,4,2,5,4,5,4,4,1,1,1,7,5,2,2,2,1,,53,99,1,2,1,2,1
45,11,1,44,8,6,2,5,5,5,2,2,7,4,3,5,2,4,4,4,6,4,4,6,5,2,2,2,1,,53,6,1,2,2,2,1
45,12,1,45,8,7,1,6,6,7,1,1,6,6,5,5,4,5,4,4,5,4,4,5,5,2,2,2,2,,53,10,1,2,1,2,1
46,10,2,36,11,2,5,4,5,4,4,2,6,5,3,0,3,3,7,2,4,7,7,7,7,2,2,1,1,50,16,10,1,2,2,2,2
46,11,2,37,11,5,4,5,2,2,6,2,3,4,8,2,1,3,2,4,7,6,5,1,5,2,2,2,1,,50,11,1,2,1,2,1
46,12,2,38,11,4,5,2,4,6,6,5,6,6,2,3,3,4,7,5,6,7,7,7,5,2,2,2,2,,4,10,1,2,2,2,1
47,9,1,29,6,3,7,4,3,3,4,3,2,1,5,7,3,3,6,3,4,4,4,5,7,,,,,,2,8,,2,2,2,2
47,10,1,30,10,1,5,1,4,3,7,6,3,1,3,7,3,3,5,1,3,3,4,7,6,2,2,2,2,2,2,8,0,2,2,2,1
47,11,1,31,11,3,6,3,3,3,1,7,1,3,5,5,3,3,1,1,3,6,5,6,6,2,2,2,2,,2,7,1,2,2,2,1
48,9,1,50,10,4,4,4,4,5,4,4,4,4,8,5,2,2,5,4,5,3,4,5,5,,,,,4,4,99,,2,1,2,2
48,10,1,51,10,4,4,4,4,4,3,4,4,4,8,8,2,2,4,4,5,4,4,4,5,2,2,2,1,4,4,99,1,2,2,2,1
48,11,1,52,9,5,5,4,4,4,5,5,4,4,6,6,2,2,5,4,4,3,3,4,5,2,2,2,1,,4,99,1,2,1,2,2
48,12,1,53,9,5,4,5,3,5,3,3,5,5,9,9,3,3,6,3,5,3,4,5,5,2,2,2,2,,4,99,1,2,1,2,1
49,9,1,28,9,4,5,3,5,3,6,4,2,6,7,9,2,1,3,1,5,4,3,5,8,,,,,2,2,7,,2,2,2,2
49,10,1,29,9,4,5,4,3,4,5,2,6,4,7,5,2,3,5,4,5,2,3,5,8,2,2,2,2,2,2,9,1,2,2,2,2
49,11,1,30,9,5,5,4,3,4,6,3,2,6,2,7,2,3,2,5,4,5,4,5,8,2,2,2,2,,23,4,1,2,2,2,1
49,12,1,31,9,5,6,5,6,4,6,4,5,6,3,7,2,3,6,4,5,4,6,5,9,2,2,2,2,,23,2,1,2,2,2,1
52,10,2,36,8,1,6,1,2,2,7,7,2,1,5,5,4,2,6,4,7,4,6,7,4,2,2,2,1,,50,7,1,2,1,2,1
53,9,1,39,5,4,4,4,4,4,4,4,4,4,5,5,4,4,7,7,7,7,7,7,5,,,,,,53,99,,2,2,2,1
53,10,1,40,5,4,7,5,3,6,5,7,7,6,5,5,4,4,7,4,4,7,7,7,4,2,2,2,1,,53,99,0,2,2,2,2
53,11,1,41,5,4,5,4,4,3,4,3,5,3,5,5,4,4,6,5,4,6,6,6,4,1,2,2,2,,54,99,0,2,2,1,1
53,12,1,42,5,4,4,4,4,4,4,4,4,4,5,5,4,4,6,1,4,6,6,1,4,2,2,2,2,,53,2,0,2,2,2,2
54,9,2,25,11,3,4,2,2,3,5,5,4,2,5,3,3,4,4,6,5,4,4,5,3,,,,,3,3,5,,1,2,2,1
56,9,2,29,11,6,5,6,7,6,5,5,6,7,8,8,2,2,4,6,5,6,5,4,8,,,,,4,4,9,,1,2,2,1
59,9,2,44,10,4,5,3,3,3,4,5,5,3,5,7,3,2,2,4,3,4,3,5,5,,,,,2,2,8,,2,2,2,1
59,10,2,46,10,3,5,3,3,5,4,4,5,5,4,5,3,1,3,4,4,3,3,5,5,2,2,2,2,2,2,9,1,2,2,2,1
60,9,2,42,5,4,6,4,3,3,5,4,5,3,0,10,4,4,7,7,7,4,7,7,3,,,,,,1,8,,2,2,2,2
60,11,2,44,8,2,7,4,3,3,4,4,4,4,0,10,4,3,4,4,4,3,6,7,4,2,2,2,2,,53,9,1,2,2,2,2
63,10,2,47,11,2,5,1,2,2,5,6,3,2,7,9,3,1,6,2,2,1,2,4,5,2,2,2,1,,4,11,1,1,1,2,1
63,11,2,48,11,5,3,3,5,5,3,3,5,4,5,7,3,1,5,5,5,2,1,2,6,2,2,1,1,,4,10,1,1,2,2,1
63,12,2,49,11,4,5,3,3,4,3,5,5,4,7,3,3,1,5,1,5,2,2,6,7,2,2,2,2,,2,11,1,1,1,2,1
64,9,2,45,9,2,4,3,2,2,5,6,4,2,5,5,4,1,6,6,4,6,6,6,7,,,,,,53,9,,2,2,2,2
64,10,2,46,9,2,6,2,1,2,6,6,6,2,5,5,4,1,7,4,7,5,7,7,5,2,2,2,2,,53,9,0,2,2,2,2
64,11,2,47,9,3,6,1,3,1,3,5,6,2,5,5,4,1,6,4,6,6,5,7,5,2,2,2,2,,53,9,0,2,2,2,1
64,12,2,48,9,1,5,2,2,2,4,4,4,1,5,5,4,1,7,4,4,4,5,7,5,2,2,2,2,,53,9,0,2,2,2,1
69,9,1,43,9,3,5,1,3,3,6,5,3,2,8,7,2,4,6,3,4,5,6,5,2,,,,,3,3,9,,1,1,2,1
69,10,1,44,9,3,5,2,3,3,5,5,4,3,8,3,2,2,5,4,5,5,7,6,2,2,2,1,1,3,3,10,1,1,1,2,1
69,11,1,45,9,2,5,1,3,3,5,6,3,2,7,5,2,3,4,4,4,5,5,4,2,1,2,2,1,,1,10,1,1,1,2,2
69,12,1,46,9,3,5,2,3,3,5,6,3,3,8,4,2,3,5,3,5,4,5,4,2,2,2,2,2,,3,10,1,1,1,2,1
72,9,1,30,8,4,4,4,4,4,4,4,4,4,5,8,3,3,7,4,4,4,7,7,5,,,,,1,1,8,,2,2,1,2
72,10,1,31,8,6,5,6,3,6,4,4,5,5,5,10,3,3,6,5,4,1,4,6,5,1,1,2,2,1,4,8,1,2,2,1,2
72,11,1,32,8,3,5,5,3,4,5,5,4,3,3,10,3,3,7,4,4,3,6,7,5,1,1,2,1,,1,8,1,2,2,1,2
72,12,1,33,8,4,4,4,4,4,4,4,4,4,5,5,3,3,4,4,5,4,4,4,5,2,2,2,2,,55,8,1,2,2,1,2
75,10,2,42,9,2,7,3,1,1,6,7,3,2,5,8,3,2,5,2,6,6,7,7,5,2,2,2,2,18,18,99,1,2,2,2,1
75,11,2,43,9,1,7,4,1,2,5,6,3,1,7,10,3,3,6,6,2,6,7,7,4,2,2,2,1,,18,99,1,1,2,2,2
75,12,2,44,9,1,7,3,2,1,5,6,2,2,7,7,3,4,4,4,6,4,5,6,5,2,2,2,2,,55,9,1,2,2,2,2
76,9,2,47,3,1,7,1,5,1,7,5,5,1,10,10,3,3,7,4,3,3,4,4,6,,,,,54,54,1,,2,2,2,2
76,10,2,47,3,2,5,5,2,2,2,5,5,2,2,2,2,3,4,4,4,4,4,4,3,1,1,2,2,54,54,1,1,2,2,2,2
76,11,2,48,3,1,2,2,2,2,2,2,2,1,7,7,2,3,1,1,1,1,1,1,7,2,1,1,1,,23,99,1,2,2,2,2
76,12,2,49,3,6,6,6,6,6,6,6,6,6,5,5,2,3,2,2,2,2,2,2,5,2,1,2,2,,55,2,1,2,2,2,2
77,9,1,33,8,3,6,1,2,3,5,5,5,5,8,7,3,4,7,6,7,7,7,7,3,,,,,1,54,8,,2,2,2,1
78,9,2,41,10,3,4,3,3,3,5,5,5,3,5,5,4,3,5,5,5,5,5,5,5,,,,,,53,8,,1,2,2,1
78,11,2,43,10,5,5,5,4,3,4,4,5,5,5,5,3,3,5,4,4,5,2,6,5,2,2,2,2,,4,6,0,1,2,2,1
78,12,2,44,10,1,2,1,1,1,6,6,6,6,4,5,4,3,4,4,4,4,4,4,5,2,2,2,2,,53,8,1,1,2,2,1
79,9,1,40,7,6,4,6,4,6,4,4,5,6,2,8,3,2,7,4,7,7,7,7,4,,,,,3,1,10,,2,2,2,1
79,10,1,41,7,2,2,2,1,4,4,4,4,1,3,3,2,2,7,7,7,7,7,7,4,2,2,2,1,3,1,9,1,2,2,2,2
79,12,1,43,7,6,1,6,3,7,5,5,5,2,5,5,3,2,7,7,7,6,6,7,5,2,2,2,2,,53,9,1,2,1,2,1
80,9,1,31,6,4,5,2,2,3,3,4,5,3,6,8,1,5,6,6,4,6,5,7,3,,,,,3,3,7,,2,1,2,2
80,10,1,32,10,2,7,2,1,2,6,6,3,1,5,4,1,5,7,3,6,6,7,7,3,2,2,1,2,3,3,7,0,1,1,2,1
80,11,1,33,7,3,5,2,3,3,3,6,5,3,6,8,2,5,7,3,5,4,7,7,3,2,2,2,2,,7,8,0,1,1,2,2
80,12,1,33,10,3,6,3,3,3,4,6,3,3,6,6,2,5,5,5,4,6,5,5,4,2,2,2,2,,7,8,0,1,1,2,1
83,9,2,33,3,3,6,6,6,7,4,5,4,4,2,2,3,2,4,2,3,2,2,2,2,,,,,,54,99,,2,2,2,1
83,10,2,34,3,3,4,4,4,6,2,4,5,5,1,1,3,4,5,5,7,7,6,7,5,1,1,1,1,4,53,99,1,2,2,2,1
84,9,1,43,9,3,4,4,5,3,2,4,3,5,4,8,2,2,5,4,5,4,4,6,5,,,,,,4,5,,2,2,2,2
84,10,1,44,9,4,3,7,4,5,1,1,5,4,4,8,3,2,5,5,4,4,4,4,5,2,2,2,2,4,4,6,0,2,2,2,2
84,11,1,45,9,5,1,7,1,7,1,1,5,4,6,10,3,2,2,4,6,2,2,7,4,2,2,2,1,,4,6,0,2,2,2,1
84,12,1,46,9,7,1,7,7,5,1,7,7,7,6,10,3,2,4,4,4,4,1,6,5,2,2,2,2,,2,6,0,2,2,1,2
85,10,2,33,6,3,6,4,5,3,4,5,5,3,2,7,3,2,5,2,4,5,5,6,5,2,2,2,2,,50,9,1,2,2,2,2
86,9,2,35,5,3,2,1,2,2,3,3,4,4,5,6,3,2,5,4,6,6,5,7,6,,,,,2,2,9,,1,1,2,1
86,11,2,37,8,3,5,1,1,4,7,7,3,2,1,5,3,1,5,5,5,4,4,6,5,2,2,1,1,,2,9,1,1,1,2,1
87,10,2,47,3,4,4,4,1,4,4,4,4,4,5,5,3,3,4,7,4,7,4,7,5,2,2,2,1,,53,8,1,1,2,2,1
89,9,2,47,4,1,7,1,1,1,7,7,3,1,9,10,2,5,4,6,6,4,7,7,5,,,,,3,3,9,,1,1,2,1
89,10,2,48,4,1,6,1,1,1,5,6,5,1,8,10,2,1,6,7,7,7,5,7,8,1,2,1,1,1,1,9,1,1,1,2,1
94,11,2,35,10,1,5,1,1,1,7,7,6,1,10,4,2,4,6,6,5,5,6,7,1,1,1,1,1,,3,10,1,2,1,2,1
94,12,2,36,10,1,5,1,1,1,7,7,5,1,10,3,2,4,5,3,5,4,6,6,3,1,1,1,1,,3,7,1,2,1,2,1
95,9,1,40,5,4,4,3,4,4,3,3,3,4,5,5,1,5,6,1,7,6,7,7,0,,,,,3,3,5,,2,2,2,2
95,11,1,42,5,6,5,7,6,6,5,6,7,7,7,6,1,5,7,6,7,7,6,7,0,2,2,2,1,,50,6,1,2,2,2,1
99,9,1,34,10,2,5,1,2,2,6,6,3,2,6,8,2,3,7,7,7,6,7,6,3,,,,,3,3,8,,2,2,2,1
99,10,1,35,11,3,1,1,5,5,3,3,4,5,5,8,2,4,7,6,7,6,7,7,3,2,2,2,1,3,3,8,1,2,1,2,2
99,11,1,36,11,5,1,1,2,6,3,3,5,5,5,8,2,4,6,1,7,7,7,5,3,1,2,1,1,,5,9,1,2,2,2,2
99,12,1,37,11,7,2,1,2,7,5,5,5,7,6,8,2,3,5,7,7,4,7,6,2,1,1,2,1,,5,8,1,2,2,2,2
102,9,1,28,10,3,5,2,3,3,4,5,4,3,4,6,2,5,4,3,3,4,4,6,5,,,,,7,7,11,,1,1,2,1
102,10,1,29,10,3,5,3,3,3,5,5,3,3,4,6,2,5,3,4,3,5,5,7,4,2,2,2,1,7,7,11,0,2,1,2,1
102,11,1,30,10,3,6,1,3,3,3,5,3,2,5,6,2,5,6,4,3,5,7,5,4,2,2,2,2,,7,10,0,2,1,2,1
102,12,1,32,10,2,6,2,3,3,6,6,3,3,7,5,1,5,3,5,4,6,6,7,5,2,2,2,1,,22,12,0,1,1,2,2
107,9,2,29,11,2,5,2,1,2,5,5,4,3,5,3,3,3,4,4,4,4,4,7,3,,,,,52,52,9,,2,1,2,1
107,10,2,30,11,1,6,2,2,2,7,7,4,1,6,5,2,3,5,4,4,4,3,7,4,2,1,1,1,52,52,9,1,2,1,2,1
109,9,2,43,11,1,1,1,1,1,4,1,1,1,10,10,2,4,7,1,1,1,1,1,5,,,,,4,4,12,,2,1,2,1
109,11,2,45,11,4,4,4,4,4,4,4,4,4,6,7,2,3,7,2,7,3,3,7,5,2,2,2,2,,54,12,1,2,2,2,2
111,9,1,23,10,2,7,1,1,3,6,6,2,1,8,0,2,5,7,3,5,3,7,4,3,,,,,18,18,8,,2,1,2,1
111,10,1,24,11,1,6,1,1,1,5,6,2,1,9,9,2,5,5,4,4,6,6,6,3,2,2,2,1,18,18,8,0,1,1,2,1
111,11,1,25,11,1,5,1,2,2,5,7,5,1,8,5,2,5,5,3,5,6,5,5,3,1,2,2,1,,3,7,1,2,1,2,1
112,9,2,44,10,3,5,2,3,3,5,6,5,3,9,1,3,4,5,2,6,4,6,6,2,,,,,5,5,99,,1,1,2,1
112,10,2,44,10,1,7,7,1,2,7,7,7,1,8,9,3,3,7,6,3,3,7,6,5,2,2,1,1,54,1,99,0,2,1,2,1
112,11,2,46,10,1,5,1,1,3,7,7,6,1,8,5,3,4,7,6,7,7,7,7,3,2,2,2,1,,54,99,0,1,1,2,1
112,12,2,46,10,1,7,1,1,1,4,7,4,1,10,10,3,3,7,4,7,7,7,7,6,2,2,2,2,,2,7,0,2,1,2,1
113,9,1,40,7,2,2,2,2,2,2,5,4,2,5,9,3,5,6,5,6,4,5,6,2,,,,,7,54,8,,2,1,2,1
113,10,1,41,7,2,7,1,2,2,6,7,2,2,5,8,2,5,6,4,5,3,6,5,2,2,2,1,1,7,7,8,1,2,1,2,1
116,9,2,41,3,4,4,4,4,5,4,5,4,5,1,10,3,1,7,4,7,7,7,7,7,,,,,,54,5,,2,2,2,1
116,10,2,42,3,4,4,4,4,4,4,4,4,4,3,3,3,3,6,4,6,6,4,4,8,2,2,2,2,,54,6,1,2,2,2,1
118,9,2,27,11,1,7,1,1,1,7,7,7,1,6,8,3,1,7,2,2,2,4,7,4,,,,,4,4,5,,2,1,2,1
118,10,2,29,11,1,7,1,1,1,7,7,1,1,8,2,2,1,6,6,5,6,4,7,3,2,2,2,2,4,4,5,0,2,1,2,1
118,11,2,30,11,1,6,1,1,1,6,6,5,1,7,5,2,2,4,4,4,5,4,7,3,2,2,2,1,,1,7,0,2,1,2,1
118,12,2,31,11,1,6,1,1,1,6,6,6,1,7,4,2,2,3,3,6,4,4,6,5,2,2,2,2,,1,9,0,2,1,2,1
119,9,2,51,10,2,5,2,2,2,2,2,5,5,6,6,3,4,4,4,6,4,6,5,5,,,,,,53,6,,2,2,2,1
119,10,2,52,10,1,6,2,1,2,7,7,5,1,7,0,4,3,5,4,5,5,4,5,5,2,2,2,1,,6,7,0,2,2,2,1
119,11,2,53,10,2,6,1,3,3,6,6,3,3,3,7,3,4,7,3,6,1,5,5,4,2,1,2,1,,1,7,0,1,1,2,1
122,9,1,47,11,5,3,2,4,5,3,3,4,5,6,8,2,2,5,3,3,3,4,4,7,,,,,2,2,11,,2,1,2,1
122,10,1,48,11,5,2,2,5,6,4,2,4,5,6,7,2,2,4,4,2,3,2,3,7,2,2,2,1,2,4,11,1,2,1,2,1
126,9,1,30,8,6,1,4,3,6,2,2,5,5,5,4,3,3,7,3,7,4,7,7,4,,,,,1,1,6,,2,2,2,1
127,9,1,42,3,4,4,4,4,4,4,4,4,4,5,5,3,3,4,4,4,4,4,4,5,,,,,,54,3,,2,2,2,2
127,10,1,43,3,4,4,4,4,4,4,4,4,4,5,5,4,1,4,4,4,4,4,4,5,2,2,2,2,,54,3,1,2,2,1,1
127,11,1,44,3,4,4,4,4,4,4,4,4,4,5,5,3,3,4,4,4,4,4,4,5,2,2,2,2,,54,4,1,2,2,2,1
127,12,1,45,3,4,4,4,1,4,4,5,4,4,5,5,3,1,1,4,4,4,4,4,5,2,2,2,2,,55,4,1,2,2,1,1
129,11,2,45,5,2,4,6,3,4,5,4,4,5,3,2,4,1,6,4,7,5,4,7,7,2,2,2,1,,1,9,1,2,2,2,1
129,12,2,46,5,3,3,2,4,4,4,3,4,4,5,7,3,1,4,3,2,2,2,6,3,2,2,2,2,,1,8,1,2,2,2,1
133,9,2,30,9,3,5,3,3,3,4,5,4,3,8,8,4,3,5,4,6,5,5,6,5,,,,,56,53,5,,2,1,2,2
133,11,2,32,9,2,6,2,2,2,6,6,2,2,7,4,3,3,6,4,3,6,5,7,5,2,2,2,1,,54,99,0,2,1,2,1
138,9,2,44,7,3,7,2,3,1,5,6,4,3,4,9,3,4,7,4,5,5,6,7,3,,,,,1,1,9,,2,2,2,2
138,10,2,45,7,2,4,4,2,3,6,6,1,3,5,7,3,4,7,5,6,4,7,7,5,1,1,2,1,1,1,9,1,1,1,2,1
139,9,2,42,3,4,5,5,3,3,5,6,4,4,5,7,3,5,6,3,5,6,4,7,1,,,,,54,5,6,,2,2,1,1
139,11,2,44,3,6,4,4,4,4,4,4,4,4,5,5,4,5,3,3,3,3,6,3,2,2,2,2,2,,5,8,0,2,2,1,2
139,12,2,44,3,4,6,4,2,3,4,4,4,3,5,5,4,4,6,4,4,6,7,7,4,2,2,2,2,,55,8,0,2,2,2,1
140,9,2,46,9,3,6,2,3,3,5,5,2,3,6,6,3,2,6,3,4,5,5,6,4,,,,,,1,8,,1,1,2,2
148,9,1,47,9,3,3,3,4,3,3,3,3,4,10,10,2,1,4,3,4,4,4,3,0,,,,,3,3,7,,2,2,2,1
148,10,1,48,9,6,6,4,5,5,5,4,6,4,2,2,2,1,4,2,5,3,4,2,7,1,2,1,1,3,3,7,0,1,2,2,1
148,11,1,49,9,3,3,4,4,4,3,3,4,4,5,5,2,2,3,4,3,4,4,3,8,1,1,2,2,,15,8,1,2,2,1,2
148,12,1,50,9,4,2,7,3,2,6,5,4,3,8,8,2,1,4,3,2,2,3,4,3,2,1,2,2,,3,8,1,2,2,2,2
150,9,2,33,4,4,4,4,4,4,4,4,4,4,3,2,3,3,4,4,4,4,4,4,5,,,,,2,54,8,,2,2,2,1
150,10,2,34,4,4,4,4,4,4,4,4,4,4,5,5,3,3,4,4,4,4,4,4,5,2,2,2,1,54,54,8,1,2,2,1,2
150,12,2,36,4,4,4,4,4,4,4,4,4,4,3,3,4,3,5,4,3,4,2,6,5,2,2,2,2,,2,5,1,2,2,1,2
151,9,1,34,3,4,4,4,4,4,4,4,4,4,5,5,2,3,4,4,4,4,4,4,5,,,,,5,5,1,,1,1,2,1
151,10,1,35,3,3,3,4,3,4,3,4,4,4,5,5,3,4,6,5,5,4,5,7,5,2,2,2,2,3,5,2,0,1,2,2,1
151,11,1,36,3,3,4,4,2,3,3,1,4,3,5,5,2,3,4,4,4,4,4,4,3,2,2,2,1,,1,4,0,2,1,2,1
151,12,1,37,3,4,4,4,4,5,3,4,4,4,2,2,3,2,3,4,4,3,4,6,2,2,2,2,2,,1,3,0,2,2,2,1
154,9,2,39,10,3,6,2,2,2,6,6,4,1,5,8,2,3,5,3,4,4,4,6,4,,,,,4,4,7,,2,2,2,1
154,10,2,40,10,2,6,2,3,2,6,6,4,2,5,5,2,3,6,3,6,4,4,6,4,2,2,1,1,4,4,7,1,2,2,2,1
154,11,2,41,10,3,5,1,2,2,5,6,4,2,5,7,2,3,6,4,3,4,4,5,4,2,2,1,1,,1,8,1,2,2,2,1
155,9,1,39,3,3,5,3,1,4,4,4,4,3,5,5,3,3,7,1,4,6,7,7,5,,,,,56,54,99,,2,1,2,2
